,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
150,361565.47,196733.0,0.0,0.0,0.0,553590.5,1103008.6,0.0,0.0,901314.6,849763.7,735716.2,340870.84,81370.42,396538.38,1088854.9
151,361565.47,196733.0,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.6,849763.7,735716.2,340870.8,81370.44,396538.38,1088854.9
152,361565.47,196733.0,0.0,0.0,0.0,553590.5,1103008.6,0.0,0.0,901314.6,849763.7,735716.2,340870.84,81370.42,396538.38,1088854.9
153,361565.4,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.34,396538.44,1088854.9
154,361565.47,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.36,396538.4,1088854.9
155,361565.4,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.34,396538.44,1088854.9
156,254467150.0,138395250.0,0.0,0.0,0.0,389548380.0,776253500.0,0.0,0.0,634186400.0,597898050.0,517698940.0,239797810.0,57351036.0,278941120.0,766322600.0
157,2411887.5,1312152.4,0.0,0.0,0.0,3692647.8,7357702.5,0.0,0.0,6011934.0,5668023.0,4907461.5,2273540.0,543025.06,2644764.5,7263382.0
158,3492446.2,1899472.6,0.0,0.0,0.0,5346503.0,10653735.0,0.0,0.0,8704097.0,8206018.5,7105319.0,3291263.8,786960.8,3828475.2,10517428.0
159,3343692.8,1818568.0,0.0,0.0,0.0,5118778.5,10199961.0,0.0,0.0,8333363.5,7856499.5,6802682.5,3151078.8,753442.1,3665409.2,10069460.0
160,3343692.8,1818568.0,0.0,0.0,0.0,5118778.5,10199961.0,0.0,0.0,8333363.5,7856499.5,6802682.5,3151078.8,753442.1,3665409.2,10069460.0
